date,shrub_num,aspect,tag_num,treatment,species,plant_nr,dist_fr_shr,tp_color,flower_type,flower_count
6/15/21,5,north,104,shrub,CARRUP,1,24,WS,new,0
6/15/21,5,north,104,shrub,CARRUP,1,24,WS,old,0
6/17/21,5,north,104,shrub,CARRUP,1,24,WS,new,0
6/17/21,5,north,104,shrub,CARRUP,1,24,WS,old,0
6/22/21,5,north,104,shrub,CARRUP,1,24,WS,new,1
6/22/21,5,north,104,shrub,CARRUP,1,24,WS,old,0
6/30/21,5,north,104,shrub,CARRUP,1,24,WS,new,NaN
6/30/21,5,north,104,shrub,CARRUP,1,24,WS,old,NaN
7/1/21,5,north,104,shrub,CARRUP,1,24,WS,new,0
7/1/21,5,north,104,shrub,CARRUP,1,24,WS,old,1
7/8/21,5,north,104,shrub,CARRUP,1,24,WS,new,0
7/8/21,5,north,104,shrub,CARRUP,1,24,WS,old,0
7/14/21,5,north,104,shrub,CARRUP,1,24,WS,new,0
7/14/21,5,north,104,shrub,CARRUP,1,24,WS,old,0
7/21/21,5,north,104,shrub,CARRUP,1,24,WS,new,0
7/21/21,5,north,104,shrub,CARRUP,1,24,WS,old,0
7/28/21,5,north,104,shrub,CARRUP,1,24,WS,new,0
7/28/21,5,north,104,shrub,CARRUP,1,24,WS,old,0
8/4/21,5,north,104,shrub,CARRUP,1,24,WS,new,0
8/4/21,5,north,104,shrub,CARRUP,1,24,WS,old,0
8/10/21,5,north,104,shrub,CARRUP,1,24,WS,new,0
8/10/21,5,north,104,shrub,CARRUP,1,24,WS,old,0
8/19/21,5,north,104,shrub,CARRUP,1,24,WS,new,0
8/19/21,5,north,104,shrub,CARRUP,1,24,WS,old,0
6/15/21,5,north,104,shrub,CARRUP,2,31,GH,new,0
6/15/21,5,north,104,shrub,CARRUP,2,31,GH,old,0
6/17/21,5,north,104,shrub,CARRUP,2,31,GH,new,0
6/17/21,5,north,104,shrub,CARRUP,2,31,GH,old,0
6/22/21,5,north,104,shrub,CARRUP,2,31,GH,new,1
6/22/21,5,north,104,shrub,CARRUP,2,31,GH,old,0
6/30/21,5,north,104,shrub,CARRUP,2,31,GH,new,NaN
6/30/21,5,north,104,shrub,CARRUP,2,31,GH,old,NaN
7/1/21,5,north,104,shrub,CARRUP,2,31,GH,new,0
7/1/21,5,north,104,shrub,CARRUP,2,31,GH,old,1
7/8/21,5,north,104,shrub,CARRUP,2,31,GH,new,0
7/8/21,5,north,104,shrub,CARRUP,2,31,GH,old,0
7/14/21,5,north,104,shrub,CARRUP,2,31,GH,new,0
7/14/21,5,north,104,shrub,CARRUP,2,31,GH,old,0
7/21/21,5,north,104,shrub,CARRUP,2,31,GH,new,0
7/21/21,5,north,104,shrub,CARRUP,2,31,GH,old,0
7/28/21,5,north,104,shrub,CARRUP,2,31,GH,new,0
7/28/21,5,north,104,shrub,CARRUP,2,31,GH,old,0
8/4/21,5,north,104,shrub,CARRUP,2,31,GH,new,0
8/4/21,5,north,104,shrub,CARRUP,2,31,GH,old,0
8/10/21,5,north,104,shrub,CARRUP,2,31,GH,new,0
8/10/21,5,north,104,shrub,CARRUP,2,31,GH,old,0
8/19/21,5,north,104,shrub,CARRUP,2,31,GH,new,0
8/19/21,5,north,104,shrub,CARRUP,2,31,GH,old,0
6/15/21,5,north,104,shrub,CARRUP,3,26,RH,new,0
6/15/21,5,north,104,shrub,CARRUP,3,26,RH,old,0
6/17/21,5,north,104,shrub,CARRUP,3,26,RH,new,0
6/17/21,5,north,104,shrub,CARRUP,3,26,RH,old,0
6/22/21,5,north,104,shrub,CARRUP,3,26,RH,new,1
6/22/21,5,north,104,shrub,CARRUP,3,26,RH,old,0
6/30/21,5,north,104,shrub,CARRUP,3,26,RH,new,NaN
6/30/21,5,north,104,shrub,CARRUP,3,26,RH,old,NaN
7/1/21,5,north,104,shrub,CARRUP,3,26,RH,new,0
7/1/21,5,north,104,shrub,CARRUP,3,26,RH,old,1
7/8/21,5,north,104,shrub,CARRUP,3,26,RH,new,0
7/8/21,5,north,104,shrub,CARRUP,3,26,RH,old,0
7/14/21,5,north,104,shrub,CARRUP,3,26,RH,new,0
7/14/21,5,north,104,shrub,CARRUP,3,26,RH,old,0
7/21/21,5,north,104,shrub,CARRUP,3,26,RH,new,0
7/21/21,5,north,104,shrub,CARRUP,3,26,RH,old,0
7/28/21,5,north,104,shrub,CARRUP,3,26,RH,new,0
7/28/21,5,north,104,shrub,CARRUP,3,26,RH,old,0
8/4/21,5,north,104,shrub,CARRUP,3,26,RH,new,0
8/4/21,5,north,104,shrub,CARRUP,3,26,RH,old,0
8/10/21,5,north,104,shrub,CARRUP,3,26,RH,new,0
8/10/21,5,north,104,shrub,CARRUP,3,26,RH,old,0
8/19/21,5,north,104,shrub,CARRUP,3,26,RH,new,0
8/19/21,5,north,104,shrub,CARRUP,3,26,RH,old,0
6/15/21,5,north,104,shrub,GEUROS,1,60,WS,new,0
6/15/21,5,north,104,shrub,GEUROS,1,60,WS,old,0
6/17/21,5,north,104,shrub,GEUROS,1,60,WS,new,1
6/17/21,5,north,104,shrub,GEUROS,1,60,WS,old,0
6/22/21,5,north,104,shrub,GEUROS,1,60,WS,new,0
6/22/21,5,north,104,shrub,GEUROS,1,60,WS,old,1
6/30/21,5,north,104,shrub,GEUROS,1,60,WS,new,NaN
6/30/21,5,north,104,shrub,GEUROS,1,60,WS,old,NaN
7/1/21,5,north,104,shrub,GEUROS,1,60,WS,new,0
7/1/21,5,north,104,shrub,GEUROS,1,60,WS,old,0
7/8/21,5,north,104,shrub,GEUROS,1,60,WS,new,0
7/8/21,5,north,104,shrub,GEUROS,1,60,WS,old,0
7/14/21,5,north,104,shrub,GEUROS,1,60,WS,new,0
7/14/21,5,north,104,shrub,GEUROS,1,60,WS,old,0
7/21/21,5,north,104,shrub,GEUROS,1,60,WS,new,0
7/21/21,5,north,104,shrub,GEUROS,1,60,WS,old,0
7/28/21,5,north,104,shrub,GEUROS,1,60,WS,new,0
7/28/21,5,north,104,shrub,GEUROS,1,60,WS,old,0
8/4/21,5,north,104,shrub,GEUROS,1,60,WS,new,0
8/4/21,5,north,104,shrub,GEUROS,1,60,WS,old,0
8/10/21,5,north,104,shrub,GEUROS,1,60,WS,new,0
8/10/21,5,north,104,shrub,GEUROS,1,60,WS,old,0
8/19/21,5,north,104,shrub,GEUROS,1,60,WS,new,0
8/19/21,5,north,104,shrub,GEUROS,1,60,WS,old,0
6/15/21,5,north,104,shrub,GEUROS,2,42,BH,new,0
6/15/21,5,north,104,shrub,GEUROS,2,42,BH,old,0
6/17/21,5,north,104,shrub,GEUROS,2,42,BH,new,1
6/17/21,5,north,104,shrub,GEUROS,2,42,BH,old,0
6/22/21,5,north,104,shrub,GEUROS,2,42,BH,new,0
6/22/21,5,north,104,shrub,GEUROS,2,42,BH,old,1
6/30/21,5,north,104,shrub,GEUROS,2,42,BH,new,NaN
6/30/21,5,north,104,shrub,GEUROS,2,42,BH,old,NaN
7/1/21,5,north,104,shrub,GEUROS,2,42,BH,new,0
7/1/21,5,north,104,shrub,GEUROS,2,42,BH,old,0
7/8/21,5,north,104,shrub,GEUROS,2,42,BH,new,0
7/8/21,5,north,104,shrub,GEUROS,2,42,BH,old,0
7/14/21,5,north,104,shrub,GEUROS,2,42,BH,new,0
7/14/21,5,north,104,shrub,GEUROS,2,42,BH,old,0
7/21/21,5,north,104,shrub,GEUROS,2,42,BH,new,0
7/21/21,5,north,104,shrub,GEUROS,2,42,BH,old,0
7/28/21,5,north,104,shrub,GEUROS,2,42,BH,new,0
7/28/21,5,north,104,shrub,GEUROS,2,42,BH,old,0
8/4/21,5,north,104,shrub,GEUROS,2,42,BH,new,0
8/4/21,5,north,104,shrub,GEUROS,2,42,BH,old,0
8/10/21,5,north,104,shrub,GEUROS,2,42,BH,new,0
8/10/21,5,north,104,shrub,GEUROS,2,42,BH,old,0
8/19/21,5,north,104,shrub,GEUROS,2,42,BH,new,0
8/19/21,5,north,104,shrub,GEUROS,2,42,BH,old,0
6/15/21,5,north,104,shrub,GEUROS,3,34,GC,new,0
6/15/21,5,north,104,shrub,GEUROS,3,34,GC,old,0
6/17/21,5,north,104,shrub,GEUROS,3,34,GC,new,1
6/17/21,5,north,104,shrub,GEUROS,3,34,GC,old,0
6/22/21,5,north,104,shrub,GEUROS,3,34,GC,new,0
6/22/21,5,north,104,shrub,GEUROS,3,34,GC,old,1
6/30/21,5,north,104,shrub,GEUROS,3,34,GC,new,NaN
6/30/21,5,north,104,shrub,GEUROS,3,34,GC,old,NaN
7/1/21,5,north,104,shrub,GEUROS,3,34,GC,new,0
7/1/21,5,north,104,shrub,GEUROS,3,34,GC,old,0
7/8/21,5,north,104,shrub,GEUROS,3,34,GC,new,0
7/8/21,5,north,104,shrub,GEUROS,3,34,GC,old,0
7/14/21,5,north,104,shrub,GEUROS,3,34,GC,new,0
7/14/21,5,north,104,shrub,GEUROS,3,34,GC,old,0
7/21/21,5,north,104,shrub,GEUROS,3,34,GC,new,0
7/21/21,5,north,104,shrub,GEUROS,3,34,GC,old,0
7/28/21,5,north,104,shrub,GEUROS,3,34,GC,new,0
7/28/21,5,north,104,shrub,GEUROS,3,34,GC,old,0
8/4/21,5,north,104,shrub,GEUROS,3,34,GC,new,0
8/4/21,5,north,104,shrub,GEUROS,3,34,GC,old,0
8/10/21,5,north,104,shrub,GEUROS,3,34,GC,new,0
8/10/21,5,north,104,shrub,GEUROS,3,34,GC,old,0
8/19/21,5,north,104,shrub,GEUROS,3,34,GC,new,0
8/19/21,5,north,104,shrub,GEUROS,3,34,GC,old,0
6/15/21,5,north,104,shrub,GEUROS,4,11,YD,new,0
6/15/21,5,north,104,shrub,GEUROS,4,11,YD,old,0
6/17/21,5,north,104,shrub,GEUROS,4,11,YD,new,1
6/17/21,5,north,104,shrub,GEUROS,4,11,YD,old,0
6/22/21,5,north,104,shrub,GEUROS,4,11,YD,new,0
6/22/21,5,north,104,shrub,GEUROS,4,11,YD,old,1
6/30/21,5,north,104,shrub,GEUROS,4,11,YD,new,NaN
6/30/21,5,north,104,shrub,GEUROS,4,11,YD,old,NaN
7/1/21,5,north,104,shrub,GEUROS,4,11,YD,new,0
7/1/21,5,north,104,shrub,GEUROS,4,11,YD,old,0
7/8/21,5,north,104,shrub,GEUROS,4,11,YD,new,0
7/8/21,5,north,104,shrub,GEUROS,4,11,YD,old,0
7/14/21,5,north,104,shrub,GEUROS,4,11,YD,new,0
7/14/21,5,north,104,shrub,GEUROS,4,11,YD,old,0
7/21/21,5,north,104,shrub,GEUROS,4,11,YD,new,0
7/21/21,5,north,104,shrub,GEUROS,4,11,YD,old,0
7/28/21,5,north,104,shrub,GEUROS,4,11,YD,new,0
7/28/21,5,north,104,shrub,GEUROS,4,11,YD,old,0
8/4/21,5,north,104,shrub,GEUROS,4,11,YD,new,0
8/4/21,5,north,104,shrub,GEUROS,4,11,YD,old,0
8/10/21,5,north,104,shrub,GEUROS,4,11,YD,new,0
8/10/21,5,north,104,shrub,GEUROS,4,11,YD,old,0
8/19/21,5,north,104,shrub,GEUROS,4,11,YD,new,0
8/19/21,5,north,104,shrub,GEUROS,4,11,YD,old,0
6/15/21,5,north,104,shrub,GEUROS,5,15,OD,new,0
6/15/21,5,north,104,shrub,GEUROS,5,15,OD,old,0
6/17/21,5,north,104,shrub,GEUROS,5,15,OD,new,0
6/17/21,5,north,104,shrub,GEUROS,5,15,OD,old,0
6/22/21,5,north,104,shrub,GEUROS,5,15,OD,new,1
6/22/21,5,north,104,shrub,GEUROS,5,15,OD,old,0
6/30/21,5,north,104,shrub,GEUROS,5,15,OD,new,NaN
6/30/21,5,north,104,shrub,GEUROS,5,15,OD,old,NaN
7/1/21,5,north,104,shrub,GEUROS,5,15,OD,new,0
7/1/21,5,north,104,shrub,GEUROS,5,15,OD,old,0
7/8/21,5,north,104,shrub,GEUROS,5,15,OD,new,0
7/8/21,5,north,104,shrub,GEUROS,5,15,OD,old,0
7/14/21,5,north,104,shrub,GEUROS,5,15,OD,new,0
7/14/21,5,north,104,shrub,GEUROS,5,15,OD,old,0
7/21/21,5,north,104,shrub,GEUROS,5,15,OD,new,0
7/21/21,5,north,104,shrub,GEUROS,5,15,OD,old,0
7/28/21,5,north,104,shrub,GEUROS,5,15,OD,new,0
7/28/21,5,north,104,shrub,GEUROS,5,15,OD,old,0
8/4/21,5,north,104,shrub,GEUROS,5,15,OD,new,0
8/4/21,5,north,104,shrub,GEUROS,5,15,OD,old,0
8/10/21,5,north,104,shrub,GEUROS,5,15,OD,new,0
8/10/21,5,north,104,shrub,GEUROS,5,15,OD,old,0
8/19/21,5,north,104,shrub,GEUROS,5,15,OD,new,0
8/19/21,5,north,104,shrub,GEUROS,5,15,OD,old,0
6/15/21,5,north,104,shrub,POLVIV,1,4,B,new,0
6/15/21,5,north,104,shrub,POLVIV,1,4,B,old,0
6/17/21,5,north,104,shrub,POLVIV,1,4,B,new,0
6/17/21,5,north,104,shrub,POLVIV,1,4,B,old,0
6/22/21,5,north,104,shrub,POLVIV,1,4,B,new,0
6/22/21,5,north,104,shrub,POLVIV,1,4,B,old,0
6/30/21,5,north,104,shrub,POLVIV,1,4,B,new,NaN
6/30/21,5,north,104,shrub,POLVIV,1,4,B,old,NaN
7/1/21,5,north,104,shrub,POLVIV,1,4,B,new,0
7/1/21,5,north,104,shrub,POLVIV,1,4,B,old,0
7/8/21,5,north,104,shrub,POLVIV,1,4,B,new,0
7/8/21,5,north,104,shrub,POLVIV,1,4,B,old,0
7/14/21,5,north,104,shrub,POLVIV,1,4,B,new,0
7/14/21,5,north,104,shrub,POLVIV,1,4,B,old,0
7/21/21,5,north,104,shrub,POLVIV,1,4,B,new,0
7/21/21,5,north,104,shrub,POLVIV,1,4,B,old,0
7/28/21,5,north,104,shrub,POLVIV,1,4,B,new,1
7/28/21,5,north,104,shrub,POLVIV,1,4,B,old,0
8/4/21,5,north,104,shrub,POLVIV,1,4,B,new,0
8/4/21,5,north,104,shrub,POLVIV,1,4,B,old,1
8/10/21,5,north,104,shrub,POLVIV,1,4,B,new,0
8/10/21,5,north,104,shrub,POLVIV,1,4,B,old,1
8/19/21,5,north,104,shrub,POLVIV,1,4,B,new,0
8/19/21,5,north,104,shrub,POLVIV,1,4,B,old,0
6/15/21,5,north,104,shrub,KOBMYO,1,25,RD,new,0
6/15/21,5,north,104,shrub,KOBMYO,1,25,RD,old,0
6/17/21,5,north,104,shrub,KOBMYO,1,25,RD,new,0
6/17/21,5,north,104,shrub,KOBMYO,1,25,RD,old,0
6/22/21,5,north,104,shrub,KOBMYO,1,25,RD,new,0
6/22/21,5,north,104,shrub,KOBMYO,1,25,RD,old,0
6/30/21,5,north,104,shrub,KOBMYO,1,25,RD,new,NaN
6/30/21,5,north,104,shrub,KOBMYO,1,25,RD,old,NaN
7/1/21,5,north,104,shrub,KOBMYO,1,25,RD,new,0
7/1/21,5,north,104,shrub,KOBMYO,1,25,RD,old,1
7/8/21,5,north,104,shrub,KOBMYO,1,25,RD,new,0
7/8/21,5,north,104,shrub,KOBMYO,1,25,RD,old,0
7/14/21,5,north,104,shrub,KOBMYO,1,25,RD,new,0
7/14/21,5,north,104,shrub,KOBMYO,1,25,RD,old,0
7/21/21,5,north,104,shrub,KOBMYO,1,25,RD,new,0
7/21/21,5,north,104,shrub,KOBMYO,1,25,RD,old,0
7/28/21,5,north,104,shrub,KOBMYO,1,25,RD,new,0
7/28/21,5,north,104,shrub,KOBMYO,1,25,RD,old,0
8/4/21,5,north,104,shrub,KOBMYO,1,25,RD,new,0
8/4/21,5,north,104,shrub,KOBMYO,1,25,RD,old,0
8/10/21,5,north,104,shrub,KOBMYO,1,25,RD,new,0
8/10/21,5,north,104,shrub,KOBMYO,1,25,RD,old,0
8/19/21,5,north,104,shrub,KOBMYO,1,25,RD,new,0
8/19/21,5,north,104,shrub,KOBMYO,1,25,RD,old,0
6/15/21,5,north,104,shrub,KOBMYO,2,63,WD,new,0
6/15/21,5,north,104,shrub,KOBMYO,2,63,WD,old,0
6/17/21,5,north,104,shrub,KOBMYO,2,63,WD,new,0
6/17/21,5,north,104,shrub,KOBMYO,2,63,WD,old,0
6/22/21,5,north,104,shrub,KOBMYO,2,63,WD,new,0
6/22/21,5,north,104,shrub,KOBMYO,2,63,WD,old,0
6/30/21,5,north,104,shrub,KOBMYO,2,63,WD,new,NaN
6/30/21,5,north,104,shrub,KOBMYO,2,63,WD,old,NaN
7/1/21,5,north,104,shrub,KOBMYO,2,63,WD,new,1
7/1/21,5,north,104,shrub,KOBMYO,2,63,WD,old,0
7/8/21,5,north,104,shrub,KOBMYO,2,63,WD,new,0
7/8/21,5,north,104,shrub,KOBMYO,2,63,WD,old,0
7/14/21,5,north,104,shrub,KOBMYO,2,63,WD,new,0
7/14/21,5,north,104,shrub,KOBMYO,2,63,WD,old,0
7/21/21,5,north,104,shrub,KOBMYO,2,63,WD,new,0
7/21/21,5,north,104,shrub,KOBMYO,2,63,WD,old,0
7/28/21,5,north,104,shrub,KOBMYO,2,63,WD,new,0
7/28/21,5,north,104,shrub,KOBMYO,2,63,WD,old,0
8/4/21,5,north,104,shrub,KOBMYO,2,63,WD,new,0
8/4/21,5,north,104,shrub,KOBMYO,2,63,WD,old,0
8/10/21,5,north,104,shrub,KOBMYO,2,63,WD,new,0
8/10/21,5,north,104,shrub,KOBMYO,2,63,WD,old,0
8/19/21,5,north,104,shrub,KOBMYO,2,63,WD,new,0
8/19/21,5,north,104,shrub,KOBMYO,2,63,WD,old,0
6/15/21,5,north,104,shrub,LLOSER,1,10,YD,new,0
6/15/21,5,north,104,shrub,LLOSER,1,10,YD,old,0
6/17/21,5,north,104,shrub,LLOSER,1,10,YD,new,0
6/17/21,5,north,104,shrub,LLOSER,1,10,YD,old,0
6/22/21,5,north,104,shrub,LLOSER,1,10,YD,new,1
6/22/21,5,north,104,shrub,LLOSER,1,10,YD,old,0
6/30/21,5,north,104,shrub,LLOSER,1,10,YD,new,NaN
6/30/21,5,north,104,shrub,LLOSER,1,10,YD,old,NaN
7/1/21,5,north,104,shrub,LLOSER,1,10,YD,new,0
7/1/21,5,north,104,shrub,LLOSER,1,10,YD,old,0
7/8/21,5,north,104,shrub,LLOSER,1,10,YD,new,0
7/8/21,5,north,104,shrub,LLOSER,1,10,YD,old,0
7/14/21,5,north,104,shrub,LLOSER,1,10,YD,new,0
7/14/21,5,north,104,shrub,LLOSER,1,10,YD,old,0
7/21/21,5,north,104,shrub,LLOSER,1,10,YD,new,0
7/21/21,5,north,104,shrub,LLOSER,1,10,YD,old,0
7/28/21,5,north,104,shrub,LLOSER,1,10,YD,new,0
7/28/21,5,north,104,shrub,LLOSER,1,10,YD,old,0
8/4/21,5,north,104,shrub,LLOSER,1,10,YD,new,0
8/4/21,5,north,104,shrub,LLOSER,1,10,YD,old,0
8/10/21,5,north,104,shrub,LLOSER,1,10,YD,new,0
8/10/21,5,north,104,shrub,LLOSER,1,10,YD,old,0
8/19/21,5,north,104,shrub,LLOSER,1,10,YD,new,0
8/19/21,5,north,104,shrub,LLOSER,1,10,YD,old,0
6/15/21,5,north,104,shrub,LLOSER,2,22,WS,new,0
6/15/21,5,north,104,shrub,LLOSER,2,22,WS,old,0
6/17/21,5,north,104,shrub,LLOSER,2,22,WS,new,0
6/17/21,5,north,104,shrub,LLOSER,2,22,WS,old,0
6/22/21,5,north,104,shrub,LLOSER,2,22,WS,new,1
6/22/21,5,north,104,shrub,LLOSER,2,22,WS,old,0
6/30/21,5,north,104,shrub,LLOSER,2,22,WS,new,NaN
6/30/21,5,north,104,shrub,LLOSER,2,22,WS,old,NaN
7/1/21,5,north,104,shrub,LLOSER,2,22,WS,new,0
7/1/21,5,north,104,shrub,LLOSER,2,22,WS,old,0
7/8/21,5,north,104,shrub,LLOSER,2,22,WS,new,0
7/8/21,5,north,104,shrub,LLOSER,2,22,WS,old,0
7/14/21,5,north,104,shrub,LLOSER,2,22,WS,new,0
7/14/21,5,north,104,shrub,LLOSER,2,22,WS,old,0
7/21/21,5,north,104,shrub,LLOSER,2,22,WS,new,0
7/21/21,5,north,104,shrub,LLOSER,2,22,WS,old,0
7/28/21,5,north,104,shrub,LLOSER,2,22,WS,new,0
7/28/21,5,north,104,shrub,LLOSER,2,22,WS,old,0
8/4/21,5,north,104,shrub,LLOSER,2,22,WS,new,0
8/4/21,5,north,104,shrub,LLOSER,2,22,WS,old,0
8/10/21,5,north,104,shrub,LLOSER,2,22,WS,new,0
8/10/21,5,north,104,shrub,LLOSER,2,22,WS,old,0
8/19/21,5,north,104,shrub,LLOSER,2,22,WS,new,0
8/19/21,5,north,104,shrub,LLOSER,2,22,WS,old,0
6/15/21,5,north,104,shrub,TRIDAS,1,43,BC,new,0
6/15/21,5,north,104,shrub,TRIDAS,1,43,BC,old,0
6/17/21,5,north,104,shrub,TRIDAS,1,43,BC,new,0
6/17/21,5,north,104,shrub,TRIDAS,1,43,BC,old,0
6/22/21,5,north,104,shrub,TRIDAS,1,43,BC,new,0
6/22/21,5,north,104,shrub,TRIDAS,1,43,BC,old,0
6/30/21,5,north,104,shrub,TRIDAS,1,43,BC,new,NaN
6/30/21,5,north,104,shrub,TRIDAS,1,43,BC,old,NaN
7/1/21,5,north,104,shrub,TRIDAS,1,43,BC,new,1
7/1/21,5,north,104,shrub,TRIDAS,1,43,BC,old,0
7/8/21,5,north,104,shrub,TRIDAS,1,43,BC,new,0
7/8/21,5,north,104,shrub,TRIDAS,1,43,BC,old,1
7/14/21,5,north,104,shrub,TRIDAS,1,43,BC,new,0
7/14/21,5,north,104,shrub,TRIDAS,1,43,BC,old,1
7/21/21,5,north,104,shrub,TRIDAS,1,43,BC,new,0
7/21/21,5,north,104,shrub,TRIDAS,1,43,BC,old,1
7/28/21,5,north,104,shrub,TRIDAS,1,43,BC,new,0
7/28/21,5,north,104,shrub,TRIDAS,1,43,BC,old,0
8/4/21,5,north,104,shrub,TRIDAS,1,43,BC,new,0
8/4/21,5,north,104,shrub,TRIDAS,1,43,BC,old,0
8/10/21,5,north,104,shrub,TRIDAS,1,43,BC,new,0
8/10/21,5,north,104,shrub,TRIDAS,1,43,BC,old,0
8/19/21,5,north,104,shrub,TRIDAS,1,43,BC,new,0
8/19/21,5,north,104,shrub,TRIDAS,1,43,BC,old,0
6/15/21,5,north,104,shrub,TRIDAS,2,17,RC,new,0
6/15/21,5,north,104,shrub,TRIDAS,2,17,RC,old,0
6/17/21,5,north,104,shrub,TRIDAS,2,17,RC,new,0
6/17/21,5,north,104,shrub,TRIDAS,2,17,RC,old,0
6/22/21,5,north,104,shrub,TRIDAS,2,17,RC,new,0
6/22/21,5,north,104,shrub,TRIDAS,2,17,RC,old,0
6/30/21,5,north,104,shrub,TRIDAS,2,17,RC,new,NaN
6/30/21,5,north,104,shrub,TRIDAS,2,17,RC,old,NaN
7/1/21,5,north,104,shrub,TRIDAS,2,17,RC,new,0
7/1/21,5,north,104,shrub,TRIDAS,2,17,RC,old,0
7/8/21,5,north,104,shrub,TRIDAS,2,17,RC,new,1
7/8/21,5,north,104,shrub,TRIDAS,2,17,RC,old,0
7/14/21,5,north,104,shrub,TRIDAS,2,17,RC,new,0
7/14/21,5,north,104,shrub,TRIDAS,2,17,RC,old,1
7/21/21,5,north,104,shrub,TRIDAS,2,17,RC,new,0
7/21/21,5,north,104,shrub,TRIDAS,2,17,RC,old,1
7/28/21,5,north,104,shrub,TRIDAS,2,17,RC,new,0
7/28/21,5,north,104,shrub,TRIDAS,2,17,RC,old,0
8/4/21,5,north,104,shrub,TRIDAS,2,17,RC,new,0
8/4/21,5,north,104,shrub,TRIDAS,2,17,RC,old,0
8/10/21,5,north,104,shrub,TRIDAS,2,17,RC,new,0
8/10/21,5,north,104,shrub,TRIDAS,2,17,RC,old,0
8/19/21,5,north,104,shrub,TRIDAS,2,17,RC,new,0
8/19/21,5,north,104,shrub,TRIDAS,2,17,RC,old,0
6/15/21,5,north,104,shrub,TRIDAS,3,21,OS,new,0
6/15/21,5,north,104,shrub,TRIDAS,3,21,OS,old,0
6/17/21,5,north,104,shrub,TRIDAS,3,21,OS,new,0
6/17/21,5,north,104,shrub,TRIDAS,3,21,OS,old,0
6/22/21,5,north,104,shrub,TRIDAS,3,21,OS,new,0
6/22/21,5,north,104,shrub,TRIDAS,3,21,OS,old,0
6/30/21,5,north,104,shrub,TRIDAS,3,21,OS,new,NaN
6/30/21,5,north,104,shrub,TRIDAS,3,21,OS,old,NaN
7/1/21,5,north,104,shrub,TRIDAS,3,21,OS,new,0
7/1/21,5,north,104,shrub,TRIDAS,3,21,OS,old,0
7/8/21,5,north,104,shrub,TRIDAS,3,21,OS,new,0
7/8/21,5,north,104,shrub,TRIDAS,3,21,OS,old,0
7/14/21,5,north,104,shrub,TRIDAS,3,21,OS,new,3
7/14/21,5,north,104,shrub,TRIDAS,3,21,OS,old,0
7/21/21,5,north,104,shrub,TRIDAS,3,21,OS,new,1
7/21/21,5,north,104,shrub,TRIDAS,3,21,OS,old,3
7/28/21,5,north,104,shrub,TRIDAS,3,21,OS,new,0
7/28/21,5,north,104,shrub,TRIDAS,3,21,OS,old,0
8/4/21,5,north,104,shrub,TRIDAS,3,21,OS,new,0
8/4/21,5,north,104,shrub,TRIDAS,3,21,OS,old,0
8/10/21,5,north,104,shrub,TRIDAS,3,21,OS,new,0
8/10/21,5,north,104,shrub,TRIDAS,3,21,OS,old,0
8/19/21,5,north,104,shrub,TRIDAS,3,21,OS,new,0
8/19/21,5,north,104,shrub,TRIDAS,3,21,OS,old,0
6/15/21,5,north,104,shrub,TRIDAS,4,58,WS,new,0
6/15/21,5,north,104,shrub,TRIDAS,4,58,WS,old,0
6/17/21,5,north,104,shrub,TRIDAS,4,58,WS,new,0
6/17/21,5,north,104,shrub,TRIDAS,4,58,WS,old,0
6/22/21,5,north,104,shrub,TRIDAS,4,58,WS,new,0
6/22/21,5,north,104,shrub,TRIDAS,4,58,WS,old,0
6/30/21,5,north,104,shrub,TRIDAS,4,58,WS,new,NaN
6/30/21,5,north,104,shrub,TRIDAS,4,58,WS,old,NaN
7/1/21,5,north,104,shrub,TRIDAS,4,58,WS,new,0
7/1/21,5,north,104,shrub,TRIDAS,4,58,WS,old,0
7/8/21,5,north,104,shrub,TRIDAS,4,58,WS,new,0
7/8/21,5,north,104,shrub,TRIDAS,4,58,WS,old,0
7/14/21,5,north,104,shrub,TRIDAS,4,58,WS,new,1
7/14/21,5,north,104,shrub,TRIDAS,4,58,WS,old,0
7/21/21,5,north,104,shrub,TRIDAS,4,58,WS,new,0
7/21/21,5,north,104,shrub,TRIDAS,4,58,WS,old,1
7/28/21,5,north,104,shrub,TRIDAS,4,58,WS,new,0
7/28/21,5,north,104,shrub,TRIDAS,4,58,WS,old,0
8/4/21,5,north,104,shrub,TRIDAS,4,58,WS,new,0
8/4/21,5,north,104,shrub,TRIDAS,4,58,WS,old,0
8/10/21,5,north,104,shrub,TRIDAS,4,58,WS,new,0
8/10/21,5,north,104,shrub,TRIDAS,4,58,WS,old,0
8/19/21,5,north,104,shrub,TRIDAS,4,58,WS,new,0
8/19/21,5,north,104,shrub,TRIDAS,4,58,WS,old,0
6/15/21,5,north,104,shrub,TRIDAS,5,29,GC,new,0
6/15/21,5,north,104,shrub,TRIDAS,5,29,GC,old,0
6/17/21,5,north,104,shrub,TRIDAS,5,29,GC,new,0
6/17/21,5,north,104,shrub,TRIDAS,5,29,GC,old,0
6/22/21,5,north,104,shrub,TRIDAS,5,29,GC,new,0
6/22/21,5,north,104,shrub,TRIDAS,5,29,GC,old,0
6/30/21,5,north,104,shrub,TRIDAS,5,29,GC,new,NaN
6/30/21,5,north,104,shrub,TRIDAS,5,29,GC,old,NaN
